Site,Dist,Site Name,Start,End,Latitude,Longitude,Source,State,Height,Bar Height,WMO
68148,68,CATARACT RESERVOIR (LETTERBOX),1907,1948,-34.2667,150.8833,....., NSW,426,       ..,     ..
68149,68,MOUNT KEMBLA,1895,1918,-34.4167,150.8167,....., NSW,         ..,       ..,     ..
68150,68,NARELLAN,1895,1933,-34.0333,150.7833,....., NSW,         ..,       ..,     ..
68151,68,JERVIS BAY (POINT PERPENDICULAR AWS),2001,  ..,-35.0936,150.8049,GPS, NSW,85,84.1,95940
68152,68,PICTON COLLEGE (WARATAH),1903,1916,-34.2833,150.55,....., NSW,         ..,       ..,     ..
68153,68,WOLLONGONG (ROSEMOUNT),1913,1934,-34.4,150.9,....., NSW,         ..,       ..,     ..
68154,68,STOCKYARD MOUNTAIN,1898,1919,-34.6167,150.8,....., NSW,         ..,       ..,     ..
68155,68,THE HILL,1895,1919,-34.5833,150.8,....., NSW,         ..,       ..,     ..
68156,68,ULSTER PARK,1889,1911,-34.6333,150.5333,....., NSW,         ..,       ..,     ..
68157,68,YARROW (BOURAL),1912,1930,-34.5,150.4,....., NSW,         ..,       ..,     ..
68158,68,PICTON RUMPKER STREET,1964,1987,-34.1833,150.6,....., NSW,228,       ..,     ..
68159,68,WEDDERBURN (BOOALBYN),1964,  ..,-34.1656,150.8077,GPS, NSW,250,       ..,     ..
68160,68,CAMPBELLTOWN (KENTLYN (GEORGES RIVER ROA,1966,  ..,-34.0542,150.8772,....., NSW,115,       ..,     ..
68161,68,WATTAMOLLA,1966,1975,-34.7333,150.6167,....., NSW,130,       ..,     ..
68162,68,TALLONG,1895,1936,-34.75,150.1667,....., NSW,         ..,       ..,     ..
68163,68,LEICESTER PARK,1957,1970,-34.4167,150.4,....., NSW,658.4,       ..,     ..
68164,68,OAKDALE (SILVER HILL),1956,1967,-34.1,150.5167,....., NSW,442,       ..,     ..
68165,68,OAKDALE (NATTAI RIVER),1958,1967,-34.0667,150.4333,....., NSW,         ..,       ..,     ..
68166,68,BUXTON (AMAROO),1967,  ..,-34.2424,150.522,GPS, NSW,420,       ..,     ..
68167,68,KANGAROO VALLEY (GLENGARRY),2000,2004,-34.7281,150.4517,GPS, NSW,100,       ..,     ..
68168,68,KNIGHTS HILL (CHANNEL 5A),1964,1990,-34.6244,150.6939,....., NSW,765,       ..,     ..
68169,68,MOUNT KEIRA (YATES AVE),1966,2007,-34.4138,150.8572,GPS, NSW,90,       ..,     ..
68170,68,MOUNT NEBO COLLIERY,1966,1979,-34.4333,150.8,....., NSW,207,       ..,     ..
68171,68,WOLLONGONG OBRIENS ROAD,1966,1971,-34.4333,150.85,....., NSW,48.8,       ..,     ..
68172,68,MOUNT KEMBLA 2,1966,1967,-34.4333,150.8167,....., NSW,137.2,       ..,     ..
68173,68,KEMBLA HEIGHTS CORDEAUX ROAD,1967,1968,-34.4333,150.8,....., NSW,300,       ..,     ..
68174,68,WOODHILL BROGERS CREEK ROAD,1967,1994,-34.7183,150.685,....., NSW,310,       ..,     ..
68175,68,TOOLIJOOA (NYORA),1967,2015,-34.7617,150.7911,GPS, NSW,3,       ..,     ..
68176,68,TAHMOOR (RANFURLY),1968,1972,-34.25,150.6333,....., NSW,198.1,       ..,     ..
68177,68,MADDENS PLAINS (BOOMERANG GOLF LINKS),1907,1990,-34.2517,150.9444,....., NSW,390,       ..,     ..
68178,68,BARREN GROUNDS NATURE RES.,1973,1976,-34.6833,150.7167,....., NSW,625,       ..,     ..
68179,68,KANGALOON POST OFFICE,1968,1976,-34.55,150.5333,....., NSW,816.9,       ..,     ..
68180,68,PORT KEMBLA ABSLMA COMPARISION,2007,2014,-34.4734,150.9118,....., SA,0,1.3,     ..
68181,68,HAMPDEN BRIDGE (KANGAROO RIVER),1966,  ..,-34.7275,150.5208,....., NSW,80,       ..,     ..
68182,68,NERRIGA (GLENGARRY),1969,1973,-35.1333,150.1333,....., NSW,564,       ..,     ..
68183,68,NERRIGA (TOUGA),1961,1977,-34.95,150.0833,....., NSW,579,       ..,     ..
68184,68,BOWRAL CENTENNIAL ROAD,1967,1977,-34.4667,150.3833,....., NSW,701,       ..,     ..
68185,68,WILDES MEADOW (LONGVIEW),1953,1988,-34.6167,150.5333,....., NSW,710,       ..,     ..
68186,68,BERRIMA WEST (MEDWAY (WOMBAT CREEK)),1970,  ..,-34.4839,150.2867,GPS, NSW,655,       ..,     ..
68187,68,ORANGE GVE (CATARACT C),1964,1998,-34.2833,150.85,....., NSW,476,       ..,     ..
68188,68,WOLLONGONG UNIVERSITY,1970,2008,-34.403,150.8795,GPS, NSW,25,       ..,     ..
68189,68,WOODHILL (BLUFF VIEW),1970,1970,-34.7333,150.6667,....., NSW,365.8,       ..,     ..
68190,68,WATTAMOLLA (TAMOL),1970,  ..,-34.7371,150.6236,GPS, NSW,130,       ..,     ..
68191,68,BARRALLIER (BELL BIRD),1971,1973,-34.3,150.0667,....., NSW,243.8,       ..,     ..
68192,68,CAMDEN AIRPORT AWS,1943,  ..,-34.039,150.689,GPS, NSW,73.9,74.6,94755
68193,68,BARGO POST OFFICE,1902,1970,-34.2833,150.5833,....., NSW,342,       ..,     ..
68194,68,NATTAI RIVER,1940,1952,-34.1,150.4,....., NSW,243.8,       ..,     ..
68195,68,MOSS VALE (TOROKINA),1971,2009,-34.6368,150.4026,GPS, NSW,568,       ..,     ..
68196,68,BELLAWONGARAH,1903,1919,-34.7667,150.6333,....., NSW,         ..,       ..,     ..
68197,68,FOXGROUND ROAD,1972,  ..,-34.7376,150.7674,GPS, NSW,50,       ..,     ..
68198,68,WOLLONDILLY (BOW'NS HILL),1973,1987,-34.35,150.0833,....., NSW,244,       ..,     ..
68199,68,OAK FLATS (THE BOULEVARDE),1974,2005,-34.556,150.8162,GPS, NSW,4,       ..,     ..
68200,68,DOUGLAS PARK ( ST. MARYS TOWERS),1974,  ..,-34.2075,150.7095,GPS, NSW,165,       ..,     ..
68201,68,GOONDARIAN CREEK (MOUNT KEMBLA),1908,1922,-34.4333,150.8167,....., NSW,         ..,       ..,     ..
68202,68,ROBERTSON (PEARSONS LANE),1997,  ..,-34.6033,150.5487,GPS, NSW,755,       ..,     ..
68203,68,SASSAFRAS (ETTREMA),1962,1992,-35.085,150.23,....., NSW,760,       ..,     ..
68204,68,SUSSEX INLET BOWLING CLUB,1952,  ..,-35.1702,150.5908,GPS, NSW,6,       ..,     ..
68205,68,ST GEORGES BASIN MO,1944,1945,-35.1167,150.6,....., NSW,         ..,5.2,     ..
68206,68,WOLLONDILLY R (PADDYS RVR JUNCTION),1975,1986,-34.6,150.0833,....., NSW,550,       ..,     ..
68207,68,COBBITY (ROSENEATH),1888,1974,-34.0167,150.6833,....., NSW,95,       ..,     ..
68208,68,WERONBI POST OFFICE,1954,1975,-33.9833,150.5833,....., NSW,228.9,       ..,     ..
68209,68,JAMBEROO  (DRUEWALLA),1963,  ..,-34.6557,150.7293,GPS, NSW,115,       ..,     ..
68210,68,COOLANGATTA,1891,1910,-34.8667,150.7167,....., NSW,10,       ..,     ..
68211,68,CORDEAUX DAM (CORDEAUX RIVER),1920,  ..,-34.3383,150.745,....., NSW,300,       ..,     ..
68212,68,NEPEAN DAM (NEPEAN RIVER),1931,  ..,-34.3383,150.6133,....., NSW,350,       ..,     ..
68213,68,NOWRA BOAT SHED (SHOALHAVEN RIVER),1860,  ..,-34.8667,150.605,....., NSW,0.1,       ..,     ..
68214,68,CAMDEN BRIDGE (NEPEAN RIVER),1860,  ..,-34.0567,150.705,....., NSW,         ..,       ..,     ..
68215,68,GREENSTEAD (WINGECARRIBEE RIVER),1954,  ..,-34.4167,150.1967,....., NSW,         ..,       ..,     ..
68216,68,MENANGLE BRIDGE (NEPEAN RIVER),1963,  ..,-34.1194,150.7402,GPS, NSW,         ..,       ..,     ..
68217,68,BARRENGARRY (THE OLD SCHOOL HOUSE),1982,  ..,-34.6866,150.5253,GPS, NSW,105,       ..,     ..
68218,68,WATTAMOLLA (GRIFFITHS),1982,  ..,-34.7208,150.6491,GPS, NSW,140,       ..,     ..
68219,68,WOLLONGONG (APPIN),1982,  ..,-34.2625,150.8752,GPS, NSW,449,       ..,99086
68220,68,MINTO (ALDERNEY STREET),1984,1996,-34.0411,150.8458,....., NSW,90,       ..,     ..
68221,68,TERARA (SHOALHAVEN RIVER),1984,  ..,-34.8708,150.6333,....., NSW,3,       ..,     ..
68222,68,WANDANDIAN POST OFFICE,1985,2006,-35.087,150.5135,GPS, NSW,10,       ..,     ..
68223,68,WOMBARRA (REEF AVE),1971,2013,-34.2785,150.9554,GPS, NSW,10,       ..,     ..
68224,68,ROBERTSON (THE PIE SHOP),1985,  ..,-34.5858,150.6264,GPS, NSW,735,       ..,     ..
68225,68,CAMDEN (CAMTRAC),1986,2000,-34.04,150.6983,....., NSW,88,       ..,     ..
68226,68,ROYAL NATIONAL PARK (GARRAWARRA FARM),1985,1997,-34.1828,151.0383,....., NSW,220,       ..,     ..
68227,68,AMBARVALE CLENNAM AVE,1988,2001,-34.0867,150.7917,....., NSW,120,       ..,     ..
68228,68,BELLAMBI AWS,1988,  ..,-34.3691,150.9291,GPS, NSW,10,       ..,94749
68229,68,BENDALONG STP,1939,  ..,-35.2439,150.5097,GPS, NSW,32,       ..,     ..
68230,68,CAMPBELLTOWN U.W.S.,1992,1994,-34.0697,150.7878,....., NSW,90,       ..,     ..
68231,68,RUSE (DENISON STREET),1992,2011,-34.063,150.8489,GPS, NSW,118,       ..,     ..
68232,68,TOLWONG (FOSSICKERS FLAT (SHOALHAVEN RIV,1991,  ..,-34.8217,150.1817,....., NSW,100,       ..,     ..
68233,68,GRASSY GULLY (SHOALHAVEN RIVER),1991,  ..,-34.845,150.432,....., NSW,30,       ..,     ..
68234,68,APPIN (WILTON ROAD),2009,2010,-34.2206,150.7685,GPS, NSW,240,       ..,     ..
68235,68,CAMDEN IPS,2013,  ..,-34.0553,150.6731,GPS, NSW,         ..,       ..,     ..
68236,68,NOWRA RAN AIR STATION (NORTH ANEMOMETER),2013,  ..,-34.9369,150.5479,GPS, NSW,115,       ..,99745
68237,68,KEMBLA GRANGE RACECOURSE,1994,2004,-34.4724,150.8178,GPS, NSW,7,       ..,     ..
68238,68,UPPER KANGAROO VALLEY (NELLSVILLE),1992,2003,-34.6879,150.6027,GPS, NSW,100,       ..,     ..
68239,68,MOSS VALE AWS,2001,  ..,-34.5253,150.4217,GPS, NSW,678.4,679,94746
68240,68,WINDANG KRUGER AVE,1995,2001,-34.525,150.8714,GPS, NSW,5,       ..,     ..
68241,68,ALBION PARK (WOLLONGONG AIRPORT),1999,  ..,-34.5638,150.79,GPS, NSW,8,8.5,95748
68242,68,KIAMA (BOMBO HEADLAND),2001,  ..,-34.6532,150.8609,GPS, NSW,15.5,       ..,95749
68243,68,BURRAWANG (SPURFIELD),1961,  ..,-34.5776,150.5118,GPS, NSW,685,       ..,     ..
68244,68,PYREE (LE WARNETRE),2001,  ..,-34.9073,150.6841,GPS, NSW,5,       ..,     ..
68245,68,CALLALA TREATMENT PLANT,2001,  ..,-34.9528,150.702,GPS, NSW,25,       ..,     ..
68246,68,BLACKBUTT (TAMMAR PLACE),2002,  ..,-34.5707,150.8383,GPS, NSW,62,       ..,     ..
68247,68,BEAUMONT (THE CEDARS),1993,  ..,-34.768,150.5622,GPS, NSW,250,       ..,     ..
68248,68,FITZROY FALLS (RED HILLS),2002,  ..,-34.6625,150.4333,MAP 1:250 000, NSW,719.3,       ..,     ..
68249,68,TOUGA,2002,  ..,-34.9636,150.0967,MAP 1:250 000, NSW,533.4,       ..,     ..
68250,68,CAMDEN VALLEY (GOLF RESORT),2006,2012,-34.0161,150.7673,....., NSW,106,       ..,     ..
68251,68,CALLALA BAY (DONOVAN CLOSE),1997,2014,-34.9914,150.7239,GPS, NSW,10,       ..,     ..
68252,68,KIAMA (BRIGHTON ST),2003,  ..,-34.6708,150.8497,GPS, NSW,62,       ..,     ..
68253,68,PORT KEMBLA NTC AWS,1990,  ..,-34.4734,150.9118,MAP 1:250 000, NSW,0,1.3,95745
68254,68,MOUNT ANNAN BOTANIC GARDEN,2002,  ..,-34.0673,150.7678,GPS, NSW,134,       ..,     ..
68255,68,BOWRAL (ORCHARD ST),2000,  ..,-34.4875,150.4014,MAP 1:25 000, NSW,720,       ..,     ..
68256,68,NOWRA (SHOALHAVEN CITY COUNCIL ENVIROMON,2007,  ..,-34.8667,150.6001,....., NSW,         ..,       ..,     ..
68257,68,CAMPBELLTOWN (MOUNT ANNAN),2006,  ..,-34.0615,150.7735,GPS, NSW,112,       ..,94757
68258,68,NOWRA RAN AIR STATION (WEST ANEMOMETER),2013,  ..,-34.9497,150.5296,GPS, NSW,115,       ..,99747
68259,68,NOWRA RAN AIR STATION (EAST ANEMOMETER),2013,  ..,-34.9508,150.5444,GPS, NSW,105,       ..,99744
68260,68,NOWRA RAN AIR STATION (PTS ANEMOMETER),2013,  ..,-34.9606,150.5249,GPS, NSW,125,       ..,99746
68262,68,HIGH RANGE AWS (WANGANDERRY),2014,  ..,-34.3335,150.267,GPS, NSW,813.6,814.2,99742
69000,69,ARALUEN POST OFFICE,1891,1970,-35.65,149.8167,....., NSW,160,       ..,     ..
69001,69,BATEMANS BAY POST OFFICE,1895,1996,-35.7086,150.1769,....., NSW,3,       ..,     ..
69002,69,BEGA (NEWTOWN ROAD),1879,  ..,-36.6884,149.838,GPS, NSW,50,       ..,     ..
69003,69,BEMBOKA POST OFFICE,1889,  ..,-36.6278,149.5705,GPS, NSW,215,       ..,     ..
69004,69,BENANDRA STATE FOREST,1936,1959,-35.6,150.2,....., NSW,         ..,       ..,     ..
69005,69,BERMAGUI SOUTH (YOUNG STREET),1924,  ..,-36.4269,150.0787,GPS, NSW,15,       ..,     ..
69006,69,BETTOWYND (CONDRY),1896,  ..,-35.6972,149.7914,DEM 9 Sec DTED, NSW,165,       ..,     ..
69007,69,BODALLA STATE FOREST,1936,1961,-36.15,150.1,....., NSW,12.2,       ..,     ..
69008,68,YATTEYATTAH (POINTER ROAD),1998,  ..,-35.2677,150.4068,GPS, NSW,78,       ..,     ..
69009,69,BOYD EAST STATE FOREST,1938,1946,-37.1,149.9,....., NSW,         ..,       ..,     ..
69010,69,BRAIDWOOD (WALLACE STREET),1887,  ..,-35.4489,149.799,GPS, NSW,643,       ..,     ..
69011,69,WYNDHAM (NYUMBANI),2000,2010,-36.9463,149.6696,GPS, NSW,260,       ..,     ..
69012,69,BURRAGATE POST OFFICE,1900,1974,-37.0167,149.6167,....., NSW,160,       ..,     ..
69013,69,CANDELO POST OFFICE,1887,  ..,-36.7677,149.6951,GPS, NSW,109,       ..,     ..
69014,69,COBARGO POST OFFICE,1887,  ..,-36.3881,149.8882,GPS, NSW,85,       ..,     ..
69015,69,EDEN (MARINE RESCUE EDEN),1869,  ..,-37.075,149.914,GPS, NSW,22,       ..,     ..
69016,69,MILTON (SARAH CLAYDON VILLAGE),1876,  ..,-35.3166,150.4432,GPS, NSW,81,       ..,     ..
69017,69,MONTAGUE ISLAND LIGHTHOUSE,1949,  ..,-36.2519,150.2275,GPS, NSW,52,53.8,94939
69018,69,MORUYA HEADS PILOT STATION,1875,  ..,-35.9093,150.1532,GPS, NSW,17,16.8,94937
69019,69,CATHCART (MOUNT DARRAGH),1924,  ..,-36.8402,149.5257,GPS, NSW,872,       ..,     ..
69020,69,MURRAMURRANG,1946,1952,-35.5,150.4,....., NSW,         ..,       ..,     ..
69021,69,NALBAUGH STATE FOREST,1938,1977,-37.0667,149.35,....., NSW,675,       ..,     ..
69022,69,NAROOMA (MARINE RESCUE),1910,  ..,-36.2144,150.1358,GPS, NSW,25,       ..,95935
69023,69,NELLIGEN  (THULE ROAD),1898,  ..,-35.6488,150.1454,GPS, NSW,5,       ..,     ..
69024,69,PAMBULA POST OFFICE,1909,2012,-36.9299,149.8749,GPS, NSW,10,       ..,     ..
69025,69,BENDALONG JACARANDA AV,1939,1989,-35.25,150.5333,....., NSW,32,       ..,     ..
69026,69,ROCKY HALL POST OFFICE,1890,1976,-36.9333,149.5,....., NSW,205,       ..,     ..
69027,69,TATHRA POST OFFICE,1902,2003,-36.7297,149.9856,GPS, NSW,42,       ..,     ..
69028,69,TILBA TILBA,1901,1962,-36.3,150,....., NSW,15.2,       ..,     ..
69029,69,EDEN (TIMBILLICA),1909,  ..,-37.3623,149.6984,GPS, NSW,35,       ..,     ..
69030,69,TOOTHDALE,1907,1946,-36.8,149.8,....., NSW,         ..,       ..,     ..
69031,69,ULLADULLA,1937,1974,-35.3667,150.4833,....., NSW,9.1,       ..,     ..
69032,69,WAPENGO LAKE ROAD,1926,  ..,-36.6045,150.0191,GPS, NSW,15,       ..,     ..
69033,69,MORUYA (BURRA CREEK),2001,  ..,-35.9017,149.9611,....., NSW,20,       ..,     ..
69034,69,TILBA TILBA 2,1952,1955,-36.3667,150.0667,....., NSW,         ..,       ..,     ..
69035,69,BETTOWYND (NOBBYS HILL),2000,  ..,-35.7564,149.815,GPS, NSW,240,       ..,     ..
69036,69,BODALLA POST OFFICE,1876,  ..,-36.0876,150.051,GPS, NSW,42,       ..,     ..
69037,69,BELOWRA STATION,1938,  ..,-36.201,149.7106,GPS, NSW,113,       ..,     ..
69038,69,MORUYA BOWLING CLUB,1886,1966,-35.9167,150.0667,....., NSW,6.1,       ..,     ..
69039,69,TILBA TILBA (MOUNTAIN VALLEY),1955,2003,-36.3375,150.0625,GPS, NSW,25,       ..,     ..
69040,69,KIOLOA OLD POST OFFICE,1957,  ..,-35.5448,150.3758,GPS, NSW,30,       ..,     ..
69041,69,CHARLEYONG (NERRIGA ROAD),1951,  ..,-35.2514,149.9158,GPS, NSW,570,       ..,     ..
69042,69,MORUYA (THE LAGOON),1960,  ..,-35.7661,149.9416,GPS, NSW,70,       ..,     ..
69043,69,MORUYA (DEUA RIVER FARM),1971,1976,-35.8333,149.9833,....., NSW,76.2,       ..,     ..
69044,69,CADGEE (WATTLEGROVE),1961,1962,-36.2,149.9,....., NSW,         ..,       ..,     ..
69045,69,COUNTEGANY,1897,1964,-36.2,149.45,....., NSW,914.4,       ..,     ..
69046,69,MONGARLOWE,1960,1966,-35.4333,149.9333,....., NSW,         ..,       ..,     ..
69047,69,NIMMITABEL (KYBEYAN (DOOLONDONDOO)),2001,  ..,-36.363,149.4909,GPS, NSW,1020,       ..,     ..
69048,69,UPPER DEUA (WARAWITCHA),2001,  ..,-35.757,149.8238,GPS, NSW,166,       ..,     ..
69049,69,NERRIGA COMPOSITE,1898,  ..,-35.1165,150.0847,GPS, NSW,630,       ..,94942
69050,69,COBARGO (WANDELLOW),1965,  ..,-36.2967,149.8423,GPS, NSW,135,       ..,     ..
69051,69,UPPER BROGO (UPPER BROGO RD),1962,2014,-36.4688,149.773,GPS, NSW,150,       ..,     ..
69052,69,BATEMANS BAY - BUCKENBOWRA,1943,  ..,-35.7343,150.0508,GPS, NSW,30,       ..,     ..
69053,69,BURREWARRA NORTH,1962,1967,-35.8167,150.2167,....., NSW,         ..,       ..,     ..
69054,69,TUROSS,1946,  ..,-36.2967,149.5107,GPS, NSW,970,       ..,     ..
69055,69,GREEN CAPE LIGHTHOUSE,1904,  ..,-37.2614,150.0497,GPS, NSW,20,       ..,     ..
69056,69,JUMPING CREEK,1963,1964,-36.5167,149.4667,....., NSW,1112.5,       ..,     ..
69057,69,TOWAMBA LOWER,1962,1974,-37.1167,149.7333,....., NSW,76.2,       ..,     ..
69058,69,NARRABARBA,1962,1963,-37.25,149.8167,....., NSW,         ..,       ..,     ..
69059,69,NERRIGUNDAH,1900,1966,-36.1167,149.9,....., NSW,         ..,       ..,     ..
69060,69,BOMBALA (NUNGATTA),1890,1978,-37.2333,149.4,....., NSW,340,       ..,     ..
69061,69,ROCKTON (KAPUNDA),1962,1978,-37.15,149.3167,....., NSW,427,       ..,     ..
69062,69,SNOWBALL,1896,  ..,-35.9446,149.5876,GPS, NSW,870,       ..,     ..
69063,69,WADBILLIGA,1962,1995,-36.2597,149.6433,....., NSW,250,       ..,     ..
69064,69,WEE-BAH,1962,1970,-36.4667,149.9,....., NSW,137.2,       ..,     ..
69065,69,BROGO (HAWKS HEAD ROAD),1962,  ..,-36.5675,149.7509,GPS, NSW,265,       ..,     ..
69066,69,WYNDHAM POST OFFICE,1890,  ..,-36.9296,149.646,GPS, NSW,300,       ..,     ..
69067,69,TUROSS HEAD (NELSON PDE),2001,  ..,-36.0643,150.126,GPS, NSW,20,       ..,     ..
69068,69,WAPENGO (HUNTERS RD),2002,  ..,-36.6032,149.9985,GPS, NSW,10,       ..,     ..
69069,69,CANDELO (KANOONA (TILLSIDE)),2002,2014,-36.762,149.7714,GPS, NSW,115,       ..,     ..
69070,69,BROADWATER FORESTRY,1940,1946,-37,149.95,....., NSW,         ..,       ..,     ..
69071,69,BRAIDWOOD 1,1877,1901,-35.4667,149.8167,....., NSW,         ..,       ..,     ..
69072,69,CRAGIE,1901,1934,-37.1333,149.1167,....., NSW,         ..,       ..,     ..
69073,69,TOWAMBA (NUNGATTA ST),1976,  ..,-37.0876,149.6933,GPS, NSW,44,       ..,     ..
69074,69,NOOPOOR,1902,1920,-37.1,149.4167,....., NSW,         ..,       ..,     ..
69075,69,YOWRIE,1973,1988,-36.3167,149.7333,....., NSW,210,       ..,     ..
69076,69,DIGNAMS CREEK,1912,1929,-36.3,150,....., NSW,         ..,       ..,     ..
69077,69,KINGSWOOD,1890,1932,-36.7,149.7,....., NSW,         ..,       ..,     ..
69078,69,NETHERCOTE,1902,1943,-37.05,149.7333,....., NSW,         ..,       ..,     ..
69079,69,NUMBUGGA,1905,1925,-36.6333,149.75,....., NSW,         ..,       ..,     ..
69080,69,TOWAMBA (PERICOE),1897,1971,-37.1,149.5833,....., NSW,304.8,       ..,     ..
69081,69,SASSAFRAS,1901,1918,-35.15,150.2667,....., NSW,         ..,       ..,     ..
69082,69,VERONA,1906,1928,-36.5,149.8,....., NSW,         ..,       ..,     ..
69083,69,WOLUMLA,1903,1929,-36.8,149.8667,....., NSW,         ..,       ..,     ..
69084,69,YAMBULLA,1903,1916,-37.25,149.5167,....., NSW,         ..,       ..,     ..
69085,69,BEGA DMR,1964,1964,-36.6667,149.8333,....., NSW,30.5,       ..,     ..
69086,69,TANJA,1903,1916,-36.6167,150.0167,....., NSW,         ..,       ..,     ..
69087,69,COBARGO (COOLAGOLITE (LYREBIRD RIDGE RD),2001,2011,-36.4258,149.9796,GPS, NSW,25,       ..,     ..
69088,69,COUNTEGANY (GAERLOCH),1965,  ..,-36.1935,149.4735,GPS, NSW,982,       ..,     ..
69089,69,TATHRA (PANORAMA DRIVE),2002,2015,-36.7227,149.9736,GPS, NSW,10,       ..,     ..
69090,69,NADGEE FAUNA RESERVE,1966,2000,-37.3068,149.925,GPS, NSW,42,       ..,     ..
69091,69,EDEN (DIRIDGEE),1967,1972,-37.2333,149.9167,....., NSW,12.2,       ..,     ..
69092,69,NELLIGEN CLYDE ROAD,1967,1971,-35.65,150.1167,....., NSW,18.3,       ..,     ..
69093,69,MERIMBULA AIRPORT COMPARISON,1969,1998,-36.9106,149.9017,GPS, NSW,2,       ..,     ..
69094,69,NUMERALLA (GLOCCA MORRA),1968,1978,-36.1833,149.35,....., NSW,799,       ..,     ..
69095,69,SHOALHAVEN R. (WELCOME REEF),1924,1981,-35.1667,149.9833,....., NSW,500,       ..,     ..
69096,69,EDEN (CHIP MILL),1971,1974,-37.1,149.9333,....., NSW,30,       ..,     ..
69097,69,NERRIGA (ROUND MOUNTAIN),1971,1979,-35.1833,150.1667,....., NSW,640.1,       ..,     ..
69098,69,TOMAKIN (BEVIAN PARK),1968,1973,-35.8167,150.2167,....., NSW,15.2,       ..,     ..
69099,69,NERRIGA (SWELLMANS LODGE),1969,  ..,-35.0903,150.0656,GPS, NSW,573,       ..,     ..
69100,69,WYNDHAM (DOVEWOOD),1968,1985,-36.9,149.65,....., NSW,315,       ..,     ..
69101,69,SHOALHAVEN R. (WARRIBRIDGE),1914,1952,-35.35,149.75,....., NSW,         ..,       ..,     ..
69102,69,NORTH ARALUEN,1969,1980,-35.6333,149.8,....., NSW,168,       ..,     ..
69103,69,BODALLA (TYRONE),1970,1974,-36.1333,149.9833,....., NSW,91.4,       ..,     ..
69104,69,BROGO (STOCKRIDGE),1970,1978,-36.5167,149.7333,....., NSW,183,       ..,     ..
69105,69,ARALUEN (MERRICUMBENE),1970,1979,-35.7333,149.8667,....., NSW,45,       ..,     ..
69106,69,WOODBURN STATE FOREST,1925,1980,-35.4,150.4333,....., NSW,15,       ..,     ..
69107,69,KAMERUKA (KAMERUKA ESTATE),1901,  ..,-36.7385,149.7101,GPS, NSW,125,       ..,     ..
69108,69,BOMBALA (MOUNTAIN TOP),2002,2015,-37.0688,149.2957,GPS, NSW,763,       ..,     ..
69109,69,BOYD EAST (EDROM),1947,1947,-37.1,149.8,....., NSW,         ..,       ..,     ..
69110,69,TOWAMBA  (ROSEBANK),1971,2002,-37.0929,149.6266,GPS, NSW,244,       ..,     ..
69111,69,QUAAMA (MERRYDALE),1971,2011,-36.4699,149.8811,GPS, NSW,160,       ..,     ..
69112,69,VERONA (SHILOH),1972,  ..,-36.4645,149.8224,GPS, NSW,223,       ..,     ..
69113,69,BROOMAN (GEJU),1974,1974,-35.4667,150.25,....., NSW,61,       ..,     ..
69114,69,BROGO (BLANCHARDS ROAD),1974,  ..,-36.5406,149.8227,GPS, NSW,61,       ..,     ..
69115,69,GUNDILLION (WYANBENE),1974,1977,-35.7833,149.6667,....., NSW,808,       ..,     ..
69116,69,GUNDILLION POST OFFICE,1975,1975,-35.7667,149.6333,....., NSW,760,       ..,     ..
69117,69,NERRIGA (LEONREX),1975,1986,-35.15,150.1167,....., NSW,640,       ..,     ..
69118,69,BALLALABA (BOURKES HILL),1968,2004,-35.5563,149.6414,GPS, NSW,667,       ..,     ..
69119,69,BRAIDWOOD (BOMBAY),1977,1993,-35.4463,149.6636,MAP 1:25 000, NSW,708,       ..,     ..
69120,69,BEGA NORTH (BEGA RIVER),1873,  ..,-36.6717,149.8333,....., NSW,         ..,       ..,     ..
69121,69,BROOMAN (CARISBROOK),1979,  ..,-35.4411,150.2857,GPS, NSW,120,       ..,     ..
69122,69,DALMENY (BINALONG ST),2009,  ..,-36.1658,150.111,GPS, NSW,10,       ..,     ..
69123,69,MORUYA HOSPITAL (MORUYA RIVER),1979,  ..,-35.9033,150.0711,....., NSW,         ..,       ..,     ..
69124,69,BAWLEY POINT,1913,1920,-35.5167,150.3833,....., NSW,10,       ..,     ..
69125,69,BRAIDWOOD (BEDERVALE),1886,1900,-35.4667,149.8167,....., NSW,690,       ..,     ..
69126,69,KIOLOA (LONDON FOUNDATION),1980,1986,-35.5467,150.3767,....., NSW,15,       ..,     ..
69127,69,ARALUEN LOWER (ARALUEN RD),1980,  ..,-35.6867,149.8382,GPS, NSW,145,       ..,     ..
69128,69,NERRIGA AWS,2013,  ..,-35.1103,150.0826,GPS, NSW,622,625.6,94943
